Name,ALogp2,AMR,apol,naAromAtom,nAromBond,nAtom,nHeavyAtom,nB,nN,nO,ATS1m,ATS2m,ATS3m,ATS4m,ATS5m,ATS1v,ATS2v,ATS3v,ATS4v,ATS5v,ATS1e,ATS2e,ATS3e,ATS4e,ATS5e,ATS1p,ATS2p,ATS3p,ATS4p,ATS5p,ATS1i,ATS2i,ATS3i,ATS4i,ATS5i,ATS5s,AATS1m,AATS2m,AATS3m,AATS4m,AATS1v,AATS2v,AATS3v,AATS4v,AATS1e,AATS2e,AATS3e,AATS4e,AATS1p,AATS2p,AATS3p,AATS4p,AATS1i,AATS2i,AATS3i,AATS4i,ATSC1c,ATSC2c,ATSC3c,ATSC4c,ATSC5c,ATSC1m,ATSC2m,ATSC3m,ATSC4m,ATSC5m,ATSC1v,ATSC2v,ATSC3v,ATSC4v,ATSC5v,ATSC1e,ATSC2e,ATSC3e,ATSC4e,ATSC5e,ATSC1p,ATSC2p,ATSC3p,ATSC4p,ATSC5p,ATSC1i,ATSC2i,ATSC3i,ATSC4i,ATSC5i,AATSC1c,AATSC2c,AATSC3c,AATSC4c,AATSC5c,AATSC1m,AATSC2m,AATSC3m,AATSC4m,AATSC5m,AATSC1v,AATSC2v,AATSC3v,AATSC4v,AATSC5v,AATSC1e,AATSC2e,AATSC3e,AATSC4e,AATSC5e,AATSC1p,AATSC2p,AATSC3p,AATSC4p,AATSC5p,AATSC1i,AATSC2i,AATSC3i,AATSC4i,AATSC5i,MATS2c,MATS3c,MATS4c,MATS5c,MATS2m,MATS3m,MATS4m,MATS5m,MATS2v,MATS3v,MATS4v,MATS5v,MATS2e,MATS3e,MATS4e,MATS5e,MATS2p,MATS3p,MATS4p,MATS5p,MATS2i,MATS3i,MATS4i,MATS5i,GATS2c,GATS3c,GATS4c,GATS5c,GATS2m,GATS3m,GATS4m,GATS2v,GATS3v,GATS4v,GATS2e,GATS3e,GATS4e,GATS2p,GATS3p,GATS4p,GATS2i,GATS3i,GATS4i,BCUTw-1h,BCUTc-1l,BCUTc-1h,BCUTp-1l,BCUTp-1h,nBonds,nBondsS,nBondsS2,nBondsS3,nBondsD,bpol,SpMax1_Bhm,Sse,Spe,Sare,Sp,Si,Mv,Mse,Mpe,Mare,Mp,Mi,CrippenLogP,CrippenMR,SpMax_Dt
N=C:N,-0.5455,0.29757025,10.051,6.627172,2.0,1.0,7.0,4.0,1.0,2.0,540.720475,390.94041,261.771489,45.40536,2.032128,1034.48022592,1017.65590334,792.540116565,354.149757995,62.1674888619,54.817644,49.495624,54.830692,44.991936,13.436928,6.9873516194,6.98796121,6.46219043485,3.53425561455,0.889225809698,1288.94508981,1073.36259139,1250.80761879,1147.67634729,369.835304048,2.0,77.2457821429,65.156735,37.395927,7.56756,147.782889417,169.609317223,113.220016652,59.0249596658,7.831092,8.24927066667,7.832956,7.498656,0.998193088485,1.16466020167,0.923170062121,0.589042602425,184.13501283,178.893765232,178.686802684,191.279391215,0.253104564948,-0.157298690243,0.0712367725391,-0.0873953489117,0.0469049841421,263.432010857,-64.3374350204,-84.7682852857,-38.4908565918,55.8805714694,250.550688855,-25.1166791759,-150.172304154,-0.131464037015,50.1451029393,0.485072,-0.262336,0.069076,-0.124548,0.075272,0.882406225455,-0.0851484291344,-0.579631632035,0.0809041858441,0.142672762598,7.18668797243,-4.50451161725,0.688390839679,0.213881717269,0.00889507409147,0.0361577949926,-0.0262164483739,0.0101766817913,-0.0145658914853,0.023452492071,37.6331444082,-10.7229058367,-12.1097550408,-6.41514276531,27.9402857347,35.7929555506,-4.18611319598,-21.4531863077,-0.0219106728358,25.0725514696,0.069296,-0.0437226666667,0.009868,-0.020758,0.037636,0.126058032208,-0.0141914048557,-0.0828045188621,0.013484030974,0.0713363812988,1.02666971035,-0.750751936209,0.0983415485256,0.0356469528781,0.00444753704573,-0.725056613084,0.281451946763,-0.4028423605,0.648615107084,-0.284932497812,-0.321784300283,-0.170465233937,0.742438246235,-0.116953549423,-0.599368953405,-0.000612150421744,0.700488436451,-0.630955129685,0.14240360194,-0.299555529901,0.54311937197,-0.112578346712,-0.656876181643,0.106966852789,0.56590111752,-0.731249718038,0.0957869386177,0.0347209550636,0.00433200376023,1.64894356029,0.561772393639,1.18011740474,0.0466137271661,1.20705916098,1.1406782126,0.96214959099,1.14975685168,1.49894968222,0.601468519069,1.55887785731,0.703244054491,1.12067074579,1.25748727478,1.64871074746,0.319016853183,2.05441002494,1.0824564714,0.182724091753,11.9872997448,14.0158643581,-0.355711219656,0.119087973679,3.77899624506,4.56875313674,6.0,5.0,4.0,0.0,2.0,3.712828,3.59958273967,7.10196649672,6.83529411765,6.976,3.9144742515,56.7199233533,0.514226105667,1.01456664239,0.976470588235,0.996571428571,0.559210607357,8.10284619333,-0.45041,14.4571
N=C:N,-0.5455,0.29757025,10.051,6.627172,2.0,1.0,7.0,4.0,1.0,2.0,540.720475,390.94041,261.771489,45.40536,2.032128,1034.48022592,1017.65590334,792.540116565,354.149757995,62.1674888619,54.817644,49.495624,54.830692,44.991936,13.436928,6.9873516194,6.98796121,6.46219043485,3.53425561455,0.889225809698,1288.94508981,1073.36259139,1250.80761879,1147.67634729,369.835304048,2.0,77.2457821429,65.156735,37.395927,7.56756,147.782889417,169.609317223,113.220016652,59.0249596658,7.831092,8.24927066667,7.832956,7.498656,0.998193088485,1.16466020167,0.923170062121,0.589042602425,184.13501283,178.893765232,178.686802684,191.279391215,0.253104564948,-0.157298690243,0.0712367725391,-0.0873953489117,0.0469049841421,263.432010857,-64.3374350204,-84.7682852857,-38.4908565918,55.8805714694,250.550688855,-25.1166791759,-150.172304154,-0.131464037015,50.1451029393,0.485072,-0.262336,0.069076,-0.124548,0.075272,0.882406225455,-0.0851484291344,-0.579631632035,0.0809041858441,0.142672762598,7.18668797243,-4.50451161725,0.688390839679,0.213881717269,0.00889507409147,0.0361577949926,-0.0262164483739,0.0101766817913,-0.0145658914853,0.023452492071,37.6331444082,-10.7229058367,-12.1097550408,-6.41514276531,27.9402857347,35.7929555506,-4.18611319598,-21.4531863077,-0.0219106728358,25.0725514696,0.069296,-0.0437226666667,0.009868,-0.020758,0.037636,0.126058032208,-0.0141914048557,-0.0828045188621,0.013484030974,0.0713363812988,1.02666971035,-0.750751936209,0.0983415485256,0.0356469528781,0.00444753704573,-0.725056613084,0.281451946763,-0.4028423605,0.648615107084,-0.284932497812,-0.321784300283,-0.170465233937,0.742438246235,-0.116953549423,-0.599368953405,-0.000612150421744,0.700488436451,-0.630955129685,0.14240360194,-0.299555529901,0.54311937197,-0.112578346712,-0.656876181643,0.106966852789,0.56590111752,-0.731249718038,0.0957869386177,0.0347209550636,0.00433200376023,1.64894356029,0.561772393639,1.18011740474,0.0466137271661,1.20705916098,1.1406782126,0.96214959099,1.14975685168,1.49894968222,0.601468519069,1.55887785731,0.703244054491,1.12067074579,1.25748727478,1.64871074746,0.319016853183,2.05441002494,1.0824564714,0.182724091753,11.9872997448,14.0158643581,-0.355711219656,0.119087973679,3.77899624506,4.56875313674,6.0,5.0,4.0,0.0,2.0,3.712828,3.59958273967,7.10196649672,6.83529411765,6.976,3.9144742515,56.7199233533,0.514226105667,1.01456664239,0.976470588235,0.996571428571,0.559210607357,8.10284619333,-0.45041,14.4571
N:[NH]:N,-1.6114,2.59660996,13.8682,6.633965,3.0,2.0,8.0,5.0,0.0,3.0,593.668467,462.987378,282.942513,60.54048,4.064256,885.36124182,921.459220946,827.278711487,472.199677326,124.334977724,64.197228,61.797512,73.311652,59.989248,26.873856,5.85306452425,6.0873615,6.5000596097,4.7123408194,1.7784516194,1558.30844855,1410.68577765,1766.9221493,1530.23512972,739.670608097,4.0,74.208558375,66.141054,31.438057,7.56756,110.670155227,131.637031564,91.9198568319,59.0249596658,8.0246535,8.828216,8.14573911111,7.498656,0.731633065531,0.869623071429,0.722228845522,0.589042602425,194.788556069,201.526539664,196.324683255,191.279391215,0.274422341846,-0.0720640930423,-0.0878305463054,-0.0539678746425,0.0766513430673,316.826251875,-66.0054691406,-124.090281984,-63.365250375,95.0478755625,188.372939721,-39.2443624419,-73.7794013908,-37.6745879443,56.5118819164,0.6795075,-0.1415640625,-0.2661404375,-0.1359015,0.20385225,0.351878071592,-0.0733079315816,-0.137818911373,-0.0703756143184,0.105563421478,1.64147629059,-0.341974227207,-0.642911547148,-0.328295258118,0.492442887178,0.0343027927307,-0.0102948704346,-0.00975894958949,-0.00674598433031,0.0191628357668,39.6032814844,-9.42935273438,-13.7878091094,-7.92065629687,23.7619688906,23.5466174652,-5.60633749171,-8.19771126565,-4.70932349303,14.1279704791,0.0849384375,-0.0202234375,-0.0295711597222,-0.0169876875,0.0509630625,0.043984758949,-0.0104725616545,-0.0153132123748,-0.0087969517898,0.0263908553694,0.205184536324,-0.0488534610295,-0.0714346163498,-0.0410369072648,0.123110721794,-0.30011755939,-0.284494317011,-0.196659915805,0.558637773818,-0.238095238095,-0.348148148148,-0.2,0.6,-0.238095238095,-0.348148148148,-0.2,0.6,-0.238095238095,-0.348148148148,-0.2,0.6,-0.238095238095,-0.348148148148,-0.2,0.6,-0.238095238095,-0.348148148148,-0.2,0.6,1.38990231679,1.1386217458,1.00288600878,0.0,1.33333333333,1.24444444444,0.933333333333,1.33333333333,1.24444444444,0.933333333333,1.33333333333,1.24444444444,0.933333333333,1.33333333333,1.24444444444,0.933333333333,1.33333333333,1.24444444444,0.933333333333,13.843074,14.163086499,-0.390809713834,-0.0654353939403,3.8424882581,4.47450295517,7.0,7.0,5.0,0.0,2.0,2.166035,3.62846020761,8.20903131828,7.89019607843,8.084,3.97243413174,66.8230628743,0.453557525952,1.02612891479,0.986274509804,1.0105,0.496554266467,8.35288285928,-1.6766,11.5105
N:[N-]:N,-1.191,1.418481,10.5682,5.967172,3.0,2.0,7.0,4.0,0.0,3.0,592.652403,448.868322,254.704401,56.476224,4.064256,854.277497389,834.493046046,653.346361686,347.864699602,124.334977724,57.478764,53.518664,56.753956,33.115392,26.873856,5.4084516194,5.3538892,5.0331150097,2.9338892,1.7784516194,1373.39079653,1213.04464725,1371.63988848,790.564521625,739.670608097,4.0,84.664629,74.811387,36.386343,14.119056,122.039642484,139.082174341,93.3351945266,86.9661749006,8.211252,8.91977733333,8.107708,8.278848,0.772635945628,0.892314866667,0.719016429957,0.7334723,196.198685218,202.174107874,195.948555498,197.641130406,0.203234483007,-0.0587112320512,-0.00283535981,-0.126208353256,0.0861377036141,289.669716,-55.175184,-48.278286,-165.525552,124.144164,172.226687745,-32.80508338,-28.7044479575,-98.4152501401,73.8114376051,0.621264,-0.118336,-0.103544,-0.355008,0.266256,0.321717094027,-0.0612794464813,-0.0536195156711,-0.183838339444,0.137878754583,1.50077832283,-0.285862537681,-0.250129720471,-0.857587613044,0.643190709783,0.0290334975724,-0.00978520534186,-0.000405051401429,-0.0315520883141,0.0215344259035,41.381388,-9.195864,-6.896898,-41.381388,31.036041,24.603812535,-5.46751389667,-4.1006354225,-24.603812535,18.4528594013,0.088752,-0.0197226666667,-0.014792,-0.088752,0.066564,0.045959584861,-0.0102132410802,-0.00765993081016,-0.045959584861,0.0344696886457,0.214396903261,-0.0476437562802,-0.0357328172102,-0.214396903261,0.160797677446,-0.337031572496,-0.01395117486,-1.08674775526,0.741709670006,-0.222222222222,-0.166666666667,-1.0,0.75,-0.222222222222,-0.166666666667,-1.0,0.75,-0.222222222222,-0.166666666667,-1.0,0.75,-0.222222222222,-0.166666666667,-1.0,0.75,-0.222222222222,-0.166666666667,-1.0,0.75,1.30443788699,0.778032759428,1.93178584051,0.0,1.16666666667,1.0,1.75,1.16666666667,1.0,1.75,1.16666666667,1.0,1.75,1.16666666667,1.0,1.75,1.16666666667,1.0,1.75,13.843074,14.163086499,-0.348597998891,-0.0233648922842,3.63057254806,4.10592622159,6.0,6.0,4.0,0.0,2.0,1.732828,3.35754630572,7.26511289148,7.02745098039,7.204,3.57315688623,58.6802826347,0.479649472246,1.03787327021,1.00392156863,1.02914285714,0.510450983747,8.38289751925,-1.6618,10.5088
N:O:N,-1.3451,1.80929401,12.1873,5.669172,3.0,2.0,7.0,4.0,0.0,2.0,652.424355,504.67221,262.736145,56.476224,4.064256,827.354101131,806.780565486,633.536184585,347.864699602,124.334977724,60.628844,56.457144,61.523236,33.115392,26.873856,4.8416556194,4.6982892,4.2382977537,2.9338892,1.7784516194,1347.60201952,1186.41672264,1321.81247364,790.564521625,739.670608097,4.0,93.2034792857,84.112035,37.533735,14.119056,118.193443019,134.463427581,90.5051692265,86.9661749006,8.66126342857,9.409524,8.78903371429,8.278848,0.691665088485,0.7830482,0.605471107671,0.7334723,192.514574217,197.736120439,188.830353378,197.641130406,0.218041197634,-0.033746535866,-0.0489535689662,-0.119609545504,0.0932890515192,322.664065714,-36.7988620408,-94.3686128571,-167.31542498,137.15086702,162.727393142,-39.4754044126,-13.779148079,-97.6240027681,69.5148586887,1.11911542857,0.0505684897959,-0.668949714286,-0.360340244898,0.419163755102,0.250296881455,-0.170623868849,0.129628517472,-0.166050609975,0.0818975206238,1.24049501657,-1.05257866492,0.859564612486,-0.719117719383,0.29188426353,0.0311487425192,-0.00562442264433,-0.00699336699517,-0.0299023863761,0.0233222628798,46.0948665306,-6.13314367347,-13.4812304082,-41.8288562449,34.2877167551,23.2467704488,-6.57923406876,-1.96844972557,-24.406000692,17.3787146722,0.159873632653,0.00842808163265,-0.095564244898,-0.0900850612245,0.104790938776,0.0357566973508,-0.0284373114748,0.0185183596388,-0.0415126524936,0.0204743801559,0.177213573796,-0.175429777486,0.122794944641,-0.179779429846,0.0729710658825,-0.180566603639,-0.224515226926,-0.959986951564,0.748738504144,-0.133054809246,-0.292467066787,-0.907451510183,0.743851090931,-0.283017122023,-0.0846762663183,-1.049866292,0.747575441088,0.0527171459908,-0.59774863004,-0.563476664223,0.655461047807,-0.795300281673,0.51789905139,-1.16097558134,0.572602663917,-0.989934200461,0.692920649422,-1.01447889118,0.411769055381,1.11667992437,1.08785412255,1.67123539898,0.0,1.0596657711,1.19397109367,1.57105192944,1.23962054643,0.879092592831,1.8521571429,0.836739424811,1.72765633265,0.971492280638,1.85436033801,0.125206282414,2.24934849876,2.08792104055,0.000531264112469,2.11718872697,13.9902378929,16.0076857543,-0.367960020278,-0.0470881690981,3.20457254806,3.67992622159,6.0,6.0,4.0,0.0,2.0,2.328828,3.31438184409,7.43262927895,7.18431372549,7.376,3.39471377246,58.1317497006,0.473483120584,1.06180418271,1.02633053221,1.05371428571,0.484959110351,8.30453567151,-1.6618,10.5088
N:NS,-0.5049,0.25492401,17.2757,7.767172,2.0,1.0,7.0,4.0,0.0,2.0,1424.299954,719.934117,538.873188,81.800208,2.032128,1207.74056093,1021.46824228,896.203988392,452.614699735,62.1674888619,56.020977,52.147382,56.943058,43.763328,13.436928,12.6084516194,8.5341166,8.50220180485,5.93471041455,0.889225809698,1269.48054092,1095.61688083,1266.93560045,1034.15409741,369.835304048,2.0,203.471422,119.9890195,76.981884,13.633368,172.534365848,170.244707047,128.029141199,75.4357832892,8.00299671429,8.69123033333,8.13472257143,7.293888,1.8012073742,1.42235276667,1.21460025784,0.989118402424,181.354362988,182.602813472,180.990800065,172.359016235,0.194404146943,-0.0429291197574,-0.0941706357692,0.00647615416055,0.0334215278947,837.217206,-170.644751,-167.254402,-213.55445,132.845,340.219218151,-69.0184346238,-82.9007788671,-79.9548547867,61.764459202,0.506352857143,-0.0896541632653,-0.266884142857,0.00288183673469,0.100480040816,3.99002863688,-0.797137483216,-0.596905932035,-0.993119896809,0.392148993618,11.9713542873,-2.09428098201,-3.11432820519,-0.85335425688,0.0762863004147,0.0277720209918,-0.0071548532929,-0.013452947967,0.00107935902676,0.0167107639473,119.602458,-28.4407918333,-23.893486,-35.5924083333,66.4225,48.6027454502,-11.5030724373,-11.8429684096,-13.3258091311,30.882229601,0.072336122449,-0.0149423605442,-0.0381263061224,0.000480306122449,0.0502400204082,0.570004090983,-0.132856247203,-0.085272276005,-0.165519982802,0.196074496809,1.71019346962,-0.349046830335,-0.444904029313,-0.14222570948,0.0381431502074,-0.2576281105,-0.4844065173,0.0388649795086,0.601712203525,-0.237794375709,-0.199774205309,-0.297589271396,0.555360659895,-0.23667536331,-0.243668712536,-0.274178114995,0.635400928795,-0.206568447939,-0.527071466256,0.006639920778,0.694535713379,-0.233079462594,-0.14959941052,-0.290383850607,0.343987876422,-0.204097861754,-0.260148361701,-0.0831635203891,0.0223034123828,1.30894710131,1.33367907303,0.63363356952,0.0043812319112,1.07323374575,1.00641241838,1.25261843281,1.07994782014,1.05222523258,1.19245607519,1.26058931237,1.38723984122,0.620964206214,1.10152322444,0.964320331788,1.27343638848,1.27541282948,1.12455202727,0.912609805381,14.0016879646,31.9727444131,-0.270853565075,-0.0191323965499,4.84424819958,6.36353718445,6.0,6.0,5.0,1.0,1.0,5.332828,3.78663749237,7.17880553532,6.84705882353,6.952,4.6510011976,56.1808275449,0.540948213195,1.0255436479,0.978151260504,0.993142857143,0.664428742515,8.02583250642,-0.7055,16.3091
N:NO,-1.4762,2.17916644,11.1487,5.669172,2.0,1.0,7.0,4.0,0.0,2.0,652.424355,478.778202,297.717273,49.421232,2.032128,827.354101131,815.684261491,690.420007601,344.244669444,62.1674888619,60.628844,56.180224,60.9759,47.376576,13.436928,4.8416556194,4.827384886,4.79547009085,3.13684698655,0.889225809698,1347.60201952,1187.27383123,1358.59255085,1122.76263987,369.835304048,2.0,93.2034792857,79.796367,42.531039,8.236872,118.193443019,135.947376915,98.6314296572,57.3741115741,8.66126342857,9.36337066667,8.71084285714,7.896096,0.691665088485,0.804564147667,0.685067155836,0.522807831091,192.514574217,197.878971872,194.084650122,187.127106645,0.298410432204,-0.087670384834,-0.0748902808498,-0.0531288984426,0.0664843480243,322.664065714,-62.6928700408,-121.262581286,-45.9520150408,68.5754335102,162.727393142,-30.5717084078,-71.8738462228,-13.6755712848,34.7574293443,1.11911542857,-0.226351510204,-0.289088571429,-0.253699510204,0.209581877551,0.250296881455,-0.0415281828487,-0.146735074892,0.0221660567012,0.0409487603119,1.24049501657,-0.195470070068,-0.745202530106,0.174482960125,0.145942131765,0.0426300617435,-0.0146117308057,-0.01069861155,-0.0088548164071,0.0332421740121,46.0948665306,-10.4488116735,-17.323225898,-7.65866917347,34.2877167551,23.2467704488,-5.09528473463,-10.2676923175,-2.27926188079,17.3787146722,0.159873632653,-0.0377252517007,-0.0412983673469,-0.0422832517007,0.104790938776,0.0357566973508,-0.00692136380811,-0.020962153556,0.00369434278353,0.0204743801559,0.177213573796,-0.0325783450113,-0.106457504301,0.0290804933541,0.0729710658825,-0.342756501119,-0.250964017232,-0.207712962284,0.77978245052,-0.226680592871,-0.375816814362,-0.166150154017,0.743851090931,-0.219182477232,-0.441682527047,-0.0980463882417,0.747575441088,-0.235969190633,-0.258318815064,-0.264479207728,0.655461047807,-0.19356831925,-0.586244119539,0.103318904072,0.572602663917,-0.18383662331,-0.600729966789,0.164098566104,0.411769055381,1.21934407891,1.01945893448,1.0582611464,0.0990780534035,1.13991644277,1.20150722658,0.958325126213,1.18490513661,1.28022685179,0.821496869635,1.0841848562,1.06808591684,1.16971490749,1.3385900845,1.4686984294,0.447928414535,1.39698026014,1.49986718397,0.353174691894,13.9968740347,16.0009715438,-0.357519558009,-0.0858536215349,3.05696228575,3.82754145393,6.0,6.0,5.0,1.0,1.0,1.732828,3.31438184409,7.43262927895,7.18431372549,7.376,3.39471377246,58.1317497006,0.473483120584,1.06180418271,1.02633053221,1.05371428571,0.484959110351,8.30453567151,-1.1611,9.1096
N:N:[NH],-1.191,1.418481,10.5682,5.967172,3.0,2.0,7.0,4.0,0.0,3.0,592.652403,448.868322,254.704401,56.476224,4.064256,854.277497389,834.493046046,653.346361686,347.864699602,124.334977724,57.478764,53.518664,56.753956,33.115392,26.873856,5.4084516194,5.3538892,5.0331150097,2.9338892,1.7784516194,1373.39079653,1213.04464725,1371.63988848,790.564521625,739.670608097,4.0,84.664629,74.811387,36.386343,14.119056,122.039642484,139.082174341,93.3351945266,86.9661749006,8.211252,8.91977733333,8.107708,8.278848,0.772635945628,0.892314866667,0.719016429957,0.7334723,196.198685218,202.174107874,195.948555498,197.641130406,0.199542854147,-0.0930476130033,0.048145622272,-0.133727446541,0.0788580101991,289.669716,-55.175184,-48.278286,-165.525552,124.144164,172.226687745,-32.80508338,-28.7044479575,-98.4152501401,73.8114376051,0.621264,-0.118336,-0.103544,-0.355008,0.266256,0.321717094027,-0.0612794464813,-0.0536195156711,-0.183838339444,0.137878754583,1.50077832283,-0.285862537681,-0.250129720471,-0.857587613044,0.643190709783,0.028506122021,-0.0155079355005,0.00687794603886,-0.0334318616353,0.0197145025498,41.381388,-9.195864,-6.896898,-41.381388,31.036041,24.603812535,-5.46751389667,-4.1006354225,-24.603812535,18.4528594013,0.088752,-0.0197226666667,-0.014792,-0.088752,0.066564,0.045959584861,-0.0102132410802,-0.00765993081016,-0.045959584861,0.0344696886457,0.214396903261,-0.0476437562802,-0.0357328172102,-0.214396903261,0.160797677446,-0.54402122776,0.241279611228,-1.17279585104,0.691588373026,-0.222222222222,-0.166666666667,-1.0,0.75,-0.222222222222,-0.166666666667,-1.0,0.75,-0.222222222222,-0.166666666667,-1.0,0.75,-0.222222222222,-0.166666666667,-1.0,0.75,-0.222222222222,-0.166666666667,-1.0,0.75,1.55282547331,0.438147691992,2.15400332905,0.0,1.16666666667,1.0,1.75,1.16666666667,1.0,1.75,1.16666666667,1.0,1.75,1.16666666667,1.0,1.75,1.16666666667,1.0,1.75,13.843074,14.163086499,-0.339044295868,0.0155219880052,3.63057254806,4.10592622159,6.0,6.0,4.0,0.0,2.0,1.732828,3.35754630572,7.26511289148,7.02745098039,7.204,3.57315688623,58.6802826347,0.479649472246,1.03787327021,1.00392156863,1.02914285714,0.510450983747,8.38289751925,-1.6618,10.5088
N:N:[N-],-0.5955,0.35462025,5.2841,5.300379,3.0,2.0,6.0,3.0,0.0,3.0,591.636339,434.749266,239.569281,42.357168,2.032128,823.193752958,747.526871145,535.296442354,260.898524702,62.1674888619,50.7603,45.239816,41.756644,24.836544,13.436928,4.96383871455,4.6204169,3.85502980485,2.2004169,0.889225809698,1188.4731445,1015.40351684,989.081106053,592.923391219,369.835304048,2.0,98.6060565,86.9498532,47.9138562,14.119056,137.198958826,149.505374229,107.059288471,86.9661749006,8.46005,9.0479632,8.3513288,8.278848,0.827306452425,0.92408338,0.77100596097,0.7334723,198.078857417,203.080703368,197.816221211,197.641130406,0.185470622673,-0.0935816632709,0.0522171869233,-0.109590944003,0.0582201090143,253.4610015,-42.24350025,-42.24350025,-126.73050075,84.4870005,150.698351777,-25.1163919628,-25.1163919628,-75.3491758885,50.2327839257,0.543606,-0.090601,-0.090601,-0.271803,0.181202,0.281502457274,-0.0469170762123,-0.0469170762123,-0.140751228637,0.0938341524245,1.31318103247,-0.218863505412,-0.218863505412,-0.656590516237,0.437727010825,0.0309117704455,-0.0187163326542,0.0104434373847,-0.0365303146677,0.0291100545072,42.24350025,-8.44870005,-8.44870005,-42.24350025,42.24350025,25.1163919628,-5.02327839257,-5.02327839257,-25.1163919628,25.1163919628,0.090601,-0.0181202,-0.0181202,-0.090601,0.090601,0.0469170762123,-0.00938341524245,-0.00938341524245,-0.0469170762123,0.0469170762123,0.218863505412,-0.0437727010825,-0.0437727010825,-0.218863505412,0.218863505412,-0.605475920158,0.337846627164,-1.18176067373,0.941714243075,-0.2,-0.2,-1.0,1.0,-0.2,-0.2,-1.0,1.0,-0.2,-0.2,-1.0,1.0,-0.2,-0.2,-1.0,1.0,-0.2,-0.2,-1.0,1.0,1.42697361066,0.332845810224,2.02767221213,0.0589431296026,1.0,1.0,1.66666666667,1.0,1.0,1.66666666667,1.0,1.0,1.66666666667,1.0,1.0,1.66666666667,1.0,1.0,1.66666666667,13.843074,14.163086499,-0.312357919216,0.0556050575304,3.26199812526,3.89400544605,5.0,5.0,3.0,0.0,2.0,1.299621,3.08663240383,6.32119446468,6.16470588235,6.324,3.17387964072,50.5375023952,0.514438733971,1.05353241078,1.02745098039,1.054,0.52897994012,8.42291706587,-0.5683,10.6431
N:N:S,-0.0845,0.00714025,13.9757,7.100379,3.0,2.0,6.0,3.0,0.0,2.0,1423.28389,705.815061,492.437652,78.752016,2.032128,1176.6568165,934.502067382,673.039167721,359.363466443,62.1674888619,49.302513,43.868534,40.999666,23.607936,13.436928,12.1638387145,7.8006443,5.83502980485,4.6008717,0.889225809698,1084.56288889,897.975750428,928.414464584,479.401141335,369.835304048,2.0,237.213981667,141.1630122,98.4875304,26.250672,196.109469417,186.900413476,134.607833544,119.787822148,8.2170855,8.7737068,8.1999332,7.869312,2.02730645242,1.56012886,1.16700596097,1.5336239,180.760481482,179.595150086,185.682892917,159.800380445,0.126544055088,-0.0450063703785,-0.0059903909859,-0.0466305508674,0.0343552846877,759.724289333,-183.838695444,66.0388952222,-442.87915,180.816805556,304.189950283,-69.7821237306,16.9726904847,-183.353833587,84.0682916917,0.4477395,-0.05396475,-0.16349825,-0.14317125,0.1367645,3.76127505727,-0.936841276212,0.252969223788,-1.73052382864,0.533758352424,11.9268539454,-2.30483553239,-2.65559475031,-1.10683082113,0.10383413112,0.021090675848,-0.0090012740757,-0.00119807819718,-0.0155435169558,0.0171776423439,126.620714889,-36.7677390889,13.2077790444,-147.626383333,90.4084027778,50.6983250472,-13.9564247461,3.39453809694,-61.1179445292,42.0341458458,0.07462325,-0.01079295,-0.03269965,-0.04772375,0.06838225,0.626879176212,-0.187368255242,0.0505938447576,-0.576841276212,0.266879176212,1.9878089909,-0.460967106478,-0.531118950063,-0.368943607044,0.05191706556,-0.426789266525,-0.0568060599771,-0.73698524731,0.814466187222,-0.290376966527,0.104309781034,-1.16589440727,0.714009574635,-0.275283744248,0.0669556261234,-1.20552196689,0.829103245653,-0.144632537446,-0.438196540622,-0.639529235191,0.916366547959,-0.298890539601,0.0807074898599,-0.920179355291,0.425726657288,-0.231897082963,-0.267188121441,-0.185603148357,0.0261177335436,1.37416777503,0.780067370594,1.40590906161,0.00554854351341,1.07149760634,0.548115167366,2.30064537715,1.04272418859,0.623581278759,2.22282422109,1.02090836301,1.27683731277,1.1704238737,1.14356833568,0.505547301997,2.25147393721,1.24347056661,0.840514585187,1.52669141367,14.0011412398,31.9734956198,-0.242580508608,0.0813193929028,4.65074820242,6.00400150869,5.0,5.0,3.0,0.0,2.0,4.899621,3.51572359047,6.23488710852,5.98431372549,6.072,4.2517239521,48.0380473054,0.585953931746,1.03914785142,0.997385620915,1.012,0.708620658683,8.00634121756,-0.6907,15.3074
